Tanggal,Teks_Ulasan,Rating,Teks_Bersih,Teks_Stopword,Teks_Stemming
2026-05-10 15:44:47,min kalau bisa mah ini game lebih ringan in lah biar enggak susah tiba tiba main patah patah kalau bisa saya minta tolong lebih sedikit ringan nin,5,min kalau bisa mah ini game lebih ringan in lah biar enggak susah tiba tiba main patah patah kalau bisa saya minta tolong lebih sedikit ringan nin,min ringan in susah main patah patah tolong ringan nin,min ringan in susah main patah patah tolong ringan nin
2026-05-10 15:11:52,terlalu dipersulit.,1,terlalu dipersulit,dipersulit,sulit
2026-05-10 14:43:18,"banyak chter sakit"" betol aim nya kenak di ras akun"" sultan pemdrop langsung di perketat lagi lah developer kira"" kalu ngasi lawan akun Sultan"" jumpak dengan akun suktan"" jdi kan jumpa sma dives"" yg setara dan mode gerading nya di setara kan lh klau gini terus lama"" sepi ni game susah di banten gerading musuh nya ga ngotak dives langsung drop 😓",2,banyak chter sakit betol aim nya kenak di ras akun sultan pemdrop langsung di perketat lagi lah developer kira kalu ngasi lawan akun sultan jumpak dengan akun suktan jdi kan jumpa sma dives yg setara dan mode gerading nya di setara kan lh klau gini terus lama sepi ni game susah di banten gerading musuh nya ga ngotak dives langsung drop,chter sakit betol aim kenak ras akun sultan pemdrop langsung perketat developer kalu ngasi lawan akun sultan jumpak akun suktan jdi jumpa sma dives setara mode gerading setara lh klau gini sepi ni susah banten gerading musuh ngotak dives langsung drop,chter sakit betol aim nak ras akun sultan pemdrop langsung ketat developer kalu ngasi lawan akun sultan jumpak akun suktan jdi jumpa sma dives tara mode gading tara lh klau gin sepi ni susah banten gading musuh ngotak dives langsung drop
2026-05-10 13:39:21,saya sangat terhiburr,5,saya sangat terhiburr,terhiburr,terhiburr
2026-05-10 13:35:27,"game jadi membosankan karena sistem naik tier, banyak player camper dari pada war👎👎",2,game jadi membosankan karena sistem naik tier banyak player camper dari pada war,membosankan sistem tier player camper war,bosan sistem tier player camper war
2026-05-10 13:33:30,sekarang jelek,1,sekarang jelek,jelek,jelek
2026-05-10 12:52:04,burik lama download data nya,1,burik lama download data nya,burik download data,burik download data
2026-05-10 12:23:14,saya ingin comeback di pubg setelah 8 tahun Pensi pubg semoga skill ku kembali lagi😢,5,saya ingin comeback di pubg setelah tahun pensi pubg semoga skill ku kembali lagi,comeback pensi semoga skill ku,comeback pensi moga skill ku
2026-05-10 11:55:29,"lama2 makin gak jelas pubg, yg eventlah yg gradinglah. game yg logika sajalah, mana ada perang tembak2 yg bs terbang, aneh2......jujur pubg game bagus ketimbng ff dan callduty.....uc mahal.....lama2 bubar ditinggalkan",1,lama makin gak jelas pubg yg eventlah yg gradinglah game yg logika sajalah mana ada perang tembak yg bs terbang anehjujur pubg game bagus ketimbng ff dan calldutyuc mahallama bubar ditinggalkan,eventlah gradinglah logika perang tembak bs terbang anehjujur bagus ketimbng ff calldutyuc mahallama bubar ditinggalkan,eventlah gradinglah logika perang tembak bs terbang anehjujur bagus ketimbng ff calldutyuc mahallama bubar tinggal
2026-05-10 11:23:38,"makin kenisi makin aneh ini game PUBG ga kaya dulu jadi males maen juga,",1,makin kenisi makin aneh ini game pubg ga kaya dulu jadi males maen juga,kenisi aneh kaya males maen,kenisi aneh kaya males maen
2026-05-10 11:08:04,mohon maaf ini kenapa ya padahal ruangan masih banyak tapi jika main game ini hp saya terasa berat dan lag patah latah,1,mohon maaf ini kenapa ya padahal ruangan masih banyak tapi jika main game ini hp saya terasa berat dan lag patah latah,mohon maaf ruangan main hp berat lag patah latah,mohon maaf ruang main hp berat lag patah latah
2026-05-10 11:06:03,bagus,2,bagus,bagus,bagus
2026-05-10 10:46:28,bagus aja sih,4,bagus aja sih,bagus,bagus
2026-05-10 10:44:30,tolong lah hilangkan fitur grading,5,tolong lah hilangkan fitur grading,tolong hilangkan fitur grading,tolong hilang fitur grading
2026-05-10 10:25:09,"Gameplay nya udh bagus seperti sedia kala Walau pun masih ada rasa kurang enak di analog nya kalau kita mau lari serong ke kiri atau kanan kadang karater nya malah jalan nyamping, semoga aja Developer memperhatikan itu dan sama musuh nya itu seperti tidak bisa membedakan apakah itu AI atau pemain yang baru main, di map rondo banyak AI nya tapi mohon di tingkatkan lagi performa AI nya biar sama kek player asli ,kesan nya makin menantang gitu ✊🔥",4,gameplay nya udh bagus seperti sedia kala walau pun masih ada rasa kurang enak di analog nya kalau kita mau lari serong ke kiri atau kanan kadang karater nya malah jalan nyamping semoga aja developer memperhatikan itu dan sama musuh nya itu seperti tidak bisa membedakan apakah itu ai atau pemain yang baru main di map rondo banyak ai nya tapi mohon di tingkatkan lagi performa ai nya biar sama kek player asli kesan nya makin menantang gitu,gameplay udh bagus sedia enak analog lari serong kiri kanan kadang karater jalan nyamping semoga developer memperhatikan musuh membedakan ai pemain main map rondo ai mohon tingkatkan performa ai kek player asli kesan menantang gitu,gameplay udh bagus sedia enak analog lari serong kiri kanan kadang karater jalan nyamping moga developer perhati musuh beda ai main main map rondo ai mohon tingkat performa ai kek player asli kesan tantang gitu
2026-05-10 10:23:18,hilangin download otomasi min,2,hilangin download otomasi min,hilangin download otomasi min,hilangin download otomasi min
2026-05-10 10:22:28,"ada pintnya jadi gak suka jadi aku kasih bintang 2,dan masak di dalam bisa pakai mobil kan belum turun!!",2,ada pintnya jadi gak suka jadi aku kasih bintang dan masak di dalam bisa pakai mobil kan belum turun,pintnya suka kasih bintang masak pakai mobil turun,pintnya suka kasih bintang masak pakai mobil turun
2026-05-10 10:19:30,bagusss,5,bagusss,bagusss,bagusss
2026-05-10 09:52:35,"nice Min, Saya kasih Saran View TPP buat android bisa di coustum kaya ipad gitu.. Seperti game CODM yg udah bisa costum view tpp kaya ipad.",5,nice min saya kasih saran view tpp buat android bisa di coustum kaya ipad gitu seperti game codm yg udah bisa costum view tpp kaya ipad,nice min kasih saran view tpp android coustum kaya ipad gitu codm costum view tpp kaya ipad,nice min kasih saran view tpp android coustum kaya ipad gitu codm costum view tpp kaya ipad
2026-05-10 09:07:02,tombol tembak hilang udah 1 bulan ga muncul muncul,4,tombol tembak hilang udah bulan ga muncul muncul,tombol tembak hilang muncul muncul,tombol tembak hilang muncul muncul
2026-05-10 07:27:18,kembangkan lagi,5,kembangkan lagi,kembangkan,kembang
2026-05-10 06:49:01,希望网络问题能再次得到改善，帧率经常下降，加载画面卡顿等等。,3,,,
2026-05-10 06:07:07,gem ini haram ini tuh gem papji meningan main ff banyak nya main ff,1,gem ini haram ini tuh gem papji meningan main ff banyak nya main ff,gem haram tuh gem papji meningan main ff main ff,gem haram tuh gem papji ning main ff main ff
2026-05-10 03:10:50,hello kenapa saya tida besa masuk dengan tiba tiba pas di awal ....tolong ada apa,5,hello kenapa saya tida besa masuk dengan tiba tiba pas di awal tolong ada apa,hello tida besa masuk tolong,hello tida besa masuk tolong
2026-05-10 03:05:31,okelah,5,okelah,okelah,oke
2026-05-10 02:49:18,sekarang pengamannya jelek sekali akun ku diretas orang kita laporkan kagak bisa bisa padahal kita sudah habis banyak buat top up orang yang retas menikmati secara gratis akun ku jadi malsa sudah main game ini,1,sekarang pengamannya jelek sekali akun ku diretas orang kita laporkan kagak bisa bisa padahal kita sudah habis banyak buat top up orang yang retas menikmati secara gratis akun ku jadi malsa sudah main game ini,pengamannya jelek akun ku diretas orang laporkan kagak habis top up orang retas menikmati gratis akun ku malsa main,kam jelek akun ku retas orang lapor kagak habis top up orang retas nikmat gratis akun ku malsa main
2026-05-10 02:33:49,semenjak ada greding pubg makin me mantek,4,semenjak ada greding pubg makin me mantek,semenjak greding me mantek,semenjak greding me mantek
2026-05-10 02:32:03,"game gacor, nostalgia mulu main ni Game",5,game gacor nostalgia mulu main ni game,gacor nostalgia mulu main ni,gacor nostalgia mulu main ni
2026-05-10 00:53:03,"grading grading gak ngotak!!! tolong dipikir pikir lagi update an nya, di hapus itu grading grading an, banyak yang complain, makin hari makin aneh aja aturanya,bukan bikin rame game kalau kayak gini aturan gradingnya, tapi malah bikin sepi game, bikin orang bosan mainin nya.. tolong Tencent.. difikir fikir lagi.. saya aja udah bosan mainya...",2,grading grading gak ngotak tolong dipikir pikir lagi update an nya di hapus itu grading grading an banyak yang complain makin hari makin aneh aja aturanyabukan bikin rame game kalau kayak gini aturan gradingnya tapi malah bikin sepi game bikin orang bosan mainin nya tolong tencent difikir fikir lagi saya aja udah bosan mainya,grading grading ngotak tolong dipikir pikir update an hapus grading grading an complain aneh aturanyabukan rame gini aturan gradingnya sepi orang bosan mainin tolong tencent difikir fikir bosan mainya,grading grading ngotak tolong pikir pikir update an hapus grading grading an complain aneh aturanyabukan rame gin atur gradingnya sepi orang bosan mainin tolong tencent difikir fikir bosan mai
2026-05-10 00:47:05,"ini kenapa setiap aku mau grinding ace tim ku pada jelek jelek sihh, kasih satu kali aja yang bagus gitu kek biar tau rasanya di gendong orang 🥲🥲🥲.",2,ini kenapa setiap aku mau grinding ace tim ku pada jelek jelek sihh kasih satu kali aja yang bagus gitu kek biar tau rasanya di gendong orang,grinding ace tim ku jelek jelek sihh kasih kali bagus gitu kek tau gendong orang,grinding ace tim ku jelek jelek sihh kasih kali bagus gitu kek tau gendong orang
2026-05-10 00:27:03,perbaiki bug nya tuh apaan dalam game tombol fire hilang sediain aja kamera biar ngevlog aku gak jelas udah main lama ketawa aku ku hapus game ini,1,perbaiki bug nya tuh apaan dalam game tombol fire hilang sediain aja kamera biar ngevlog aku gak jelas udah main lama ketawa aku ku hapus game ini,perbaiki bug tuh tombol fire hilang sediain kamera ngevlog main ketawa ku hapus,baik bug tuh tombol fire hilang ain kamera ngevlog main ketawa ku hapus
2026-05-10 00:25:21,bug mic dll,1,bug mic dll,bug mic dll,bug mic dll
2026-05-09 22:50:23,Mantap bosss...,3,mantap bosss,mantap bosss,mantap bosss
2026-05-09 22:11:12,Best one,5,best one,best one,best one
2026-05-09 21:54:32,hapus sistem grading woi... permainan serasa membosan kan player pada ngendok,1,hapus sistem grading woi permainan serasa membosan kan player pada ngendok,hapus sistem grading woi permainan serasa membosan player ngendok,hapus sistem grading woi main serasa bos player ngendok
2026-05-09 21:45:20,baik,5,baik,,
2026-05-09 21:14:57,ntah apa saja akun aku diblokir gk espek,1,ntah apa saja akun aku diblokir gk espek,ntah akun diblokir gk espek,ntah akun blokir gk espek
2026-05-09 20:52:10,AKU KALI AKAN BERMAIN PUBG MOBILE AKU SEBELUM BERMAIN NYA MENGUCAPKAN SELAMAT DATANG DARI GAME FREE FIRE DAN SAYA AKAN PINDAH GAME KALI INI SAYA AKAN BERMAIN PUBG SELAMA BERAPA TAHUN YAA?,5,aku kali akan bermain pubg mobile aku sebelum bermain nya mengucapkan selamat datang dari game free fire dan saya akan pindah game kali ini saya akan bermain pubg selama berapa tahun yaa,kali bermain mobile bermain selamat free fire pindah kali bermain yaa,kali main mobile main selamat free fire pindah kali main yaa
2026-05-09 20:08:44,Sistem grading malah membuat game ini banyak ditinggalkan oleh playernya dan event return yang membosankan. Tidak mengherankan game ini sekarang sepi peminatnya.,3,sistem grading malah membuat game ini banyak ditinggalkan oleh playernya dan event return yang membosankan tidak mengherankan game ini sekarang sepi peminatnya,sistem grading ditinggalkan playernya event return membosankan mengherankan sepi peminatnya,sistem grading tinggal playernya event return bosan heran sepi minat
2026-05-09 19:57:13,ok,5,ok,ok,ok
2026-05-09 19:18:11,tolong sekali aja ququeror 🤦,5,tolong sekali aja ququeror,tolong ququeror,tolong ququeror
2026-05-09 19:17:35,game pubg ini enak dimaenkan karena buat senang2 dengan sytem promote bikin kami player tambah streess..gagal reset ulang...naik rank aja susah..lama2 player pubg makin banyak uninstall pindah game lain..karena dibuat tambah stresss sytem promote grading .bagus dihapus aja sytem promote kalau mau pemain betah bukan dibuat kesel n stress...bintang 1 pada kasi lama2 pubg hancur,1,game pubg ini enak dimaenkan karena buat senang dengan sytem promote bikin kami player tambah streessgagal reset ulangnaik rank aja susahlama player pubg makin banyak uninstall pindah game lainkarena dibuat tambah stresss sytem promote grading bagus dihapus aja sytem promote kalau mau pemain betah bukan dibuat kesel n stressbintang pada kasi lama pubg hancur,enak dimaenkan senang sytem promote player streessgagal reset ulangnaik rank susahlama player uninstall pindah lainkarena stresss sytem promote grading bagus dihapus sytem promote pemain betah kesel n stressbintang kasi hancur,enak dimaenkan senang sytem promote player streessgagal reset ulangnaik rank susahlama player uninstall pindah lainkarena stresss sytem promote grading bagus hapus sytem promote main betah kesel n stressbintang kasi hancur
2026-05-09 18:59:09,ternyata gem PUBG tidak sesulit ff,2,ternyata gem pubg tidak sesulit ff,gem sesulit ff,gem sulit ff
2026-05-09 18:29:11,Minta glacier min,5,minta glacier min,glacier min,glacier min
2026-05-09 17:58:38,keren,5,keren,keren,keren
2026-05-09 17:47:10,"Tidak ramah device menengah kebawah, makin update makin ngeframe",1,tidak ramah device menengah kebawah makin update makin ngeframe,ramah device menengah kebawah update ngeframe,ramah device tengah bawah update ngeframe
2026-05-09 17:35:47,kasih pilihan tatto di karakter asik si,5,kasih pilihan tatto di karakter asik si,kasih pilihan tatto karakter asik si,kasih pilih tatto karakter asik si
2026-05-09 16:38:42,min tolong hilangkan gradingg bikin pusing,5,min tolong hilangkan gradingg bikin pusing,min tolong hilangkan gradingg pusing,min tolong hilang gradingg pusing
2026-05-09 16:38:35,tiap kali maen mode squad buat nyari orang random ga pernah dapet alhasil malah jadinya maen solo di mode squad jadi feels maennya ga imbang apalagi kalo ketemu party yang pro. tolong dijawab dan diperbaiki,2,tiap kali maen mode squad buat nyari orang random ga pernah dapet alhasil malah jadinya maen solo di mode squad jadi feels maennya ga imbang apalagi kalo ketemu party yang pro tolong dijawab dan diperbaiki,kali maen mode squad nyari orang random dapet alhasil maen solo mode squad feels maennya imbang ketemu party pro tolong diperbaiki,kali maen mode squad nyari orang random dapet alhasil maen solo mode squad feels maennya imbang ketemu party pro tolong baik
2026-05-09 14:59:06,"Jadi Kurang Seru dan asyik dengan adanya sistem grading untuk naik ke rank ace. Hilangkan sistem gradingnya, seperti pubg dulu.",1,jadi kurang seru dan asyik dengan adanya sistem grading untuk naik ke rank ace hilangkan sistem gradingnya seperti pubg dulu,seru asyik sistem grading rank ace hilangkan sistem gradingnya,seru asyik sistem grading rank ace hilang sistem gradingnya
2026-05-09 14:07:34,geme ini sangat br tapi tpp lh,1,geme ini sangat br tapi tpp lh,geme br tpp lh,geme br tpp lh
2026-05-09 13:56:38,masa bnyk bot dan bot lebih jago dari pada ore jelik PUBG sekarng yg lebih parah bot tau posisi kita,1,masa bnyk bot dan bot lebih jago dari pada ore jelik pubg sekarng yg lebih parah bot tau posisi kita,bnyk bot bot jago ore jelik sekarng parah bot tau posisi,bnyk bot bot jago ore jelik sekarng parah bot tau posisi
2026-05-09 13:00:48,"kenapa player seperti kami lambat sekali pengapdetan,, sedangkan player luar negri sudah pada apdet",1,kenapa player seperti kami lambat sekali pengapdetan sedangkan player luar negri sudah pada apdet,player lambat pengapdetan player negri apdet,player lambat pengapdetan player negri apdet
